created_at;user_id;problem_id;is_correct;type
2023-04-30 13:31:34.634767;1742;187;;run
2023-04-30 13:30:08.389137;1742;187;;run
2023-04-30 13:29:08.490751;1742;187;0;submit
2023-04-30 13:28:55.823696;1742;187;;run
2023-04-30 13:21:07.461840;1742;187;0;submit
2023-04-30 13:20:56.860117;1742;187;;run
2023-04-30 13:20:44.143990;1742;187;;run
2023-04-30 13:19:21.929587;1742;187;0;submit
2023-04-30 13:19:07.952085;1742;187;;run
2023-04-30 13:18:57.219788;1742;187;;run
2023-04-30 13:17:37.273923;1742;187;0;submit
2023-04-30 13:17:26.130771;1742;187;;run
2023-04-30 13:16:55.961951;1742;187;;run
2023-04-30 17:35:47.693509;1897;170;1;submit
2023-04-30 17:35:35.394308;1897;170;;run
2023-04-30 17:37:22.754809;1897;171;1;submit
2023-04-30 17:37:11.960048;1897;171;;run
2023-04-30 17:44:09.849466;1897;172;1;submit
2023-04-30 17:43:20.811955;1897;172;0;submit
2023-04-30 17:42:19.374680;1897;172;0;submit
2023-04-30 17:42:06.983444;1897;172;;run
2023-04-30 17:41:21.144611;1897;172;;run
2023-04-30 17:40:40.603844;1897;172;;run
2023-04-30 17:26:54.210575;1897;177;1;submit
2023-04-30 17:24:07.264018;1897;177;0;submit
2023-04-30 17:23:24.409605;1897;177;0;submit
2023-04-30 17:22:34.612153;1897;177;0;submit
2023-04-30 17:12:48.647814;1897;177;0;submit
2023-04-30 17:12:26.353267;1897;177;;run
2023-04-30 17:10:34.978875;1897;177;;run
2023-04-30 19:30:49.237697;1973;870;1;submit
2023-04-30 19:30:41.369581;1973;870;;run
2023-04-30 19:23:46.854143;1973;870;0;submit
2023-04-30 19:39:49.833347;1973;877;1;submit
2023-04-30 19:57:33.292377;1973;879;1;submit
2023-04-30 19:57:26.205309;1973;879;;run
2023-04-30 19:55:20.710622;1973;879;;run
2023-04-30 20:00:18.474531;1973;880;1;submit
2023-04-30 20:00:07.972645;1973;880;;run
2023-04-30 19:52:26.998436;1973;1086;;run
2023-04-30 19:51:14.536584;1973;1086;;run
2023-04-30 19:49:35.018095;1973;1086;;run
2023-04-30 19:47:17.124638;1973;1086;;run
2023-04-30 19:45:04.507606;1973;1086;;run
2023-04-30 19:43:02.095941;1973;1086;;run
2023-04-30 19:35:58.571163;1973;1086;;run
2023-04-30 19:34:55.899153;1973;1086;;run
2023-04-30 19:33:10.372994;1973;1086;;run
2023-04-30 15:10:19.936819;1973;1086;;run
2023-04-30 15:06:53.465800;1973;1086;;run
2023-04-30 15:06:25.305372;1973;1086;;run
2023-04-30 15:04:29.353823;1973;1086;;run
2023-04-30 15:03:42.603351;1973;1086;;run
2023-04-30 15:01:59.420761;1973;1086;;run
2023-04-30 14:57:54.015600;1973;1086;;run
2023-04-30 23:11:54.854848;2197;1087;1;submit
2023-04-30 23:19:52.108685;2197;1088;1;submit
2023-04-30 23:18:43.541850;2197;1088;0;submit
2023-04-30 23:29:22.900682;2197;1089;1;submit
2023-04-30 23:32:20.331588;2197;1090;1;submit
2023-04-30 23:40:18.423259;2197;1091;1;submit
2023-04-30 23:35:37.729005;2197;1091;0;submit
2023-04-30 21:35:04.668565;2225;901;1;submit
2023-04-30 21:28:32.897345;2225;901;0;submit
2023-04-30 21:28:17.269224;2225;901;0;submit
2023-04-30 21:28:00.410678;2225;901;0;submit
2023-04-30 21:27:35.270900;2225;901;0;submit
2023-04-30 21:25:24.188349;2225;901;0;submit
2023-04-30 21:21:42.929226;2225;901;0;submit
2023-04-30 21:20:20.803481;2225;901;0;submit
2023-04-30 20:43:01.330165;2225;901;0;submit
2023-04-30 20:41:24.537922;2225;901;0;submit
2023-04-30 20:38:46.086873;2225;901;0;submit
2023-04-30 20:35:38.948517;2225;901;;run
2023-04-30 15:09:47.868206;2353;1086;;run
2023-04-30 15:00:15.393683;2353;1086;;run
2023-04-30 14:24:03.390265;2353;1175;;run
2023-04-30 14:23:38.994852;2353;1175;1;submit
2023-04-30 14:23:23.622479;2353;1175;0;submit
2023-04-30 14:23:03.495686;2353;1175;0;submit
2023-04-30 14:22:37.304021;2353;1175;0;submit
2023-04-30 14:22:30.571505;2353;1175;;run
2023-04-30 14:22:13.791770;2353;1175;0;submit
2023-04-30 14:22:10.434917;2353;1175;0;submit
2023-04-30 14:22:07.086555;2353;1175;0;submit
2023-04-30 14:22:02.926919;2353;1175;0;submit
2023-04-30 14:21:58.506588;2353;1175;0;submit
2023-04-30 14:21:53.215199;2353;1175;0;submit
2023-04-30 14:20:28.958142;2353;1175;0;submit
2023-04-30 14:20:23.909904;2353;1175;0;submit
2023-04-30 14:20:15.749434;2353;1175;0;submit
2023-04-30 13:43:35.815584;2353;1175;;run
2023-04-30 13:43:27.116334;2353;1175;;run
2023-04-30 13:43:19.528393;2353;1175;;run
2023-04-30 13:43:10.885729;2353;1175;;run
2023-04-30 13:42:57.359852;2353;1175;;run
2023-04-30 13:42:21.483987;2353;1175;;run
2023-04-30 13:41:48.357700;2353;1175;;run
2023-04-30 20:36:46.615291;2403;33;1;submit
2023-04-30 20:36:35.823740;2403;33;;run
2023-04-30 20:36:20.288804;2403;33;0;submit
2023-04-30 20:36:11.118428;2403;33;;run
2023-04-30 20:35:16.079590;2403;33;0;submit
2023-04-30 20:35:06.843399;2403;33;;run
2023-04-30 20:34:37.160013;2403;33;0;submit
2023-04-30 20:34:29.228703;2403;33;;run
2023-04-30 20:32:23.225998;2403;33;0;submit
2023-04-30 20:31:38.544208;2403;33;;run
2023-04-30 20:31:10.714146;2403;33;;run
2023-04-30 20:27:50.327053;2403;33;;run
2023-04-30 20:27:27.037701;2403;33;;run
2023-04-30 20:25:34.683911;2403;33;;run
2023-04-30 20:24:49.071692;2403;33;;run
2023-04-30 20:24:15.924024;2403;33;;run
2023-04-30 20:24:02.966245;2403;33;;run
2023-04-30 20:23:21.863236;2403;33;;run
2023-04-30 20:18:39.102824;2403;33;;run
2023-04-30 19:03:35.524289;2403;136;1;submit
2023-04-30 19:03:03.348228;2403;136;;run
2023-04-30 19:02:04.507813;2403;136;0;submit
2023-04-30 19:01:50.439246;2403;136;;run
2023-04-30 19:00:37.987415;2403;136;0;submit
2023-04-30 19:00:27.829252;2403;136;;run
2023-04-30 19:30:34.514038;2403;143;1;submit
2023-04-30 19:29:11.504882;2403;143;0;submit
2023-04-30 19:27:45.996882;2403;143;0;submit
2023-04-30 19:27:39.603599;2403;143;;run
2023-04-30 19:27:15.096433;2403;143;0;submit
2023-04-30 19:27:06.856515;2403;143;;run
2023-04-30 16:21:49.508643;2435;32;1;submit
2023-04-30 15:58:54.010137;2435;34;1;submit
2023-04-30 15:58:15.477091;2435;34;0;submit
2023-04-30 15:59:44.722541;2435;121;1;submit
2023-04-30 16:10:28.209729;2435;137;1;submit
2023-04-30 15:55:44.806567;2435;138;1;submit
2023-04-30 15:54:19.797553;2435;138;0;submit
2023-04-30 15:53:20.757450;2435;138;0;submit
2023-04-30 19:49:36.245465;2486;7;1;submit
2023-04-30 19:49:28.377948;2486;7;;run
2023-04-30 19:47:22.532781;2486;13;1;submit
2023-04-30 19:47:14.369682;2486;13;;run
2023-04-30 20:31:38.996627;2486;19;1;submit
2023-04-30 20:31:31.879185;2486;19;;run
2023-04-30 20:30:14.893716;2486;19;;run
2023-04-30 19:44:34.876267;2486;20;1;submit
2023-04-30 19:44:05.803274;2486;20;;run
2023-04-30 19:42:23.936328;2486;20;0;submit
2023-04-30 19:41:50.522971;2486;20;;run
2023-04-30 19:41:15.288477;2486;20;;run
2023-04-30 19:40:43.412039;2486;20;;run
2023-04-30 19:40:00.918300;2486;24;1;submit
2023-04-30 19:39:51.876473;2486;24;;run
2023-04-30 21:44:36.954772;2486;32;0;submit
2023-04-30 21:44:29.807149;2486;32;;run
2023-04-30 21:44:19.079045;2486;32;;run
2023-04-30 21:42:15.024764;2486;32;0;submit
2023-04-30 21:42:07.305238;2486;32;;run
2023-04-30 21:41:24.354732;2486;32;;run
2023-04-30 21:41:09.456694;2486;32;;run
2023-04-30 21:40:38.981942;2486;32;0;submit
2023-04-30 21:40:18.503432;2486;32;;run
2023-04-30 21:37:12.438026;2486;32;0;submit
2023-04-30 21:37:03.560581;2486;32;;run
2023-04-30 21:36:50.665530;2486;32;;run
2023-04-30 20:58:39.200432;2486;34;1;submit
2023-04-30 20:58:30.910147;2486;34;;run
2023-04-30 20:54:03.882885;2486;34;0;submit
2023-04-30 20:53:52.348578;2486;34;;run
2023-04-30 20:59:36.718383;2486;121;1;submit
2023-04-30 20:59:27.666387;2486;121;;run
2023-04-30 21:34:36.939464;2486;137;1;submit
2023-04-30 21:34:27.012194;2486;137;;run
2023-04-30 21:33:06.187764;2486;137;0;submit
2023-04-30 21:32:43.472035;2486;137;;run
2023-04-30 21:30:37.001484;2486;137;;run
2023-04-30 21:30:27.153883;2486;137;;run
2023-04-30 21:28:38.723371;2486;137;0;submit
2023-04-30 21:28:09.249472;2486;137;0;submit
2023-04-30 21:27:11.423814;2486;137;0;submit
2023-04-30 21:27:03.260444;2486;137;;run
2023-04-30 20:52:36.331492;2486;138;1;submit
2023-04-30 20:52:22.468518;2486;138;;run
2023-04-30 20:48:40.343000;2486;138;;run
2023-04-30 20:47:09.157121;2486;138;;run
2023-04-30 20:46:03.048629;2486;138;;run
2023-04-30 20:44:32.690179;2486;138;;run
2023-04-30 20:43:07.283760;2486;138;;run
2023-04-30 16:37:37.556367;2503;812;1;submit
2023-04-30 16:36:30.963534;2503;812;;run
2023-04-30 15:00:41.543671;2535;1005;1;submit
2023-04-30 15:03:09.976024;2535;1006;1;submit
2023-04-30 15:29:31.590828;2581;17;;run
2023-04-30 23:30:55.563005;2621;1151;1;submit
2023-04-30 23:32:37.211236;2621;1152;1;submit
2023-04-30 14:14:10.389135;2684;1163;1;submit
2023-04-30 14:14:03.210318;2684;1163;;run
2023-04-30 14:14:48.003554;2684;1164;1;submit
2023-04-30 14:20:16.054505;2684;1165;1;submit
2023-04-30 14:19:49.713341;2684;1165;0;submit
2023-04-30 14:19:44.457470;2684;1165;0;submit
2023-04-30 14:19:42.544425;2684;1165;0;submit
2023-04-30 14:19:35.700831;2684;1165;0;submit
2023-04-30 14:18:20.819318;2684;1165;0;submit
2023-04-30 14:18:06.801091;2684;1165;0;submit
2023-04-30 14:17:19.368167;2684;1165;0;submit
2023-04-30 14:16:55.880038;2684;1165;0;submit
2023-04-30 14:16:07.802990;2684;1165;0;submit
2023-04-30 14:15:31.473366;2684;1165;0;submit
2023-04-30 14:24:44.608829;2684;1167;1;submit
2023-04-30 14:24:31.877210;2684;1167;0;submit
2023-04-30 14:24:27.509396;2684;1167;0;submit
